date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:12:00	642/642	---M--	200	added ('OK')	application/javascript	etag:%22ee5ad0883141f2629bfadd51e4911c65%22	https://xpovio-ltr.vercel.app/_next/static/chunks/pages/_app-2fb4ffe651bd3bef.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/pages/_app-2fb4ffe651bd3bef.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:00	51567/51567	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eb328e524c2b2809786aae4ecd78ad87%22	https://xpovio-ltr.vercel.app/_next/static/chunks/94726e6d-6a6b860420dd6fab.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/94726e6d-6a6b860420dd6fab.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:01	135716/135716	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dfd0fce19e17b9976a662e65eaf8e666%22	https://xpovio-ltr.vercel.app/_next/static/chunks/458-1fc939c5e665275b.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/458-1fc939c5e665275b.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:01	80919/80919	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a0589297006ee929f629e25b6220eb68%22	https://xpovio-ltr.vercel.app/_next/static/chunks/127-b0e151174dacd816.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/127-b0e151174dacd816.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:01	49193/49193	---MCZ	200	added ('OK')	application/javascript	etag:W/%2285430f03aff62c527d051cf6fa93f1a1%22	https://xpovio-ltr.vercel.app/_next/static/chunks/962-e5552bd2778741b6.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/962-e5552bd2778741b6.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:02	9018/9018	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c84b373a9328255649c3fc920653ed69%22	https://xpovio-ltr.vercel.app/_next/static/chunks/392-745864ae302722da.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/392-745864ae302722da.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:02	32909/32909	---MCZ	200	added ('OK')	application/javascript	etag:W/%2251328cdbc1bbb7b6f7a188ce4d38b4fe%22	https://xpovio-ltr.vercel.app/_next/static/chunks/873-2d592a36cd2d54c7.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/873-2d592a36cd2d54c7.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:02	6272/6272	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b5288a5bd151ce98e51cb7116783b932%22	https://xpovio-ltr.vercel.app/_next/static/chunks/pages/index-8ad5ecc31c0976ac.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/chunks/pages/index-8ad5ecc31c0976ac.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:03	3048/3048	---MCZ	200	added ('OK')	application/javascript	etag:W/%22025b5e55b1954c1c0f38642d0f8b90cd%22	https://xpovio-ltr.vercel.app/_next/static/AHBsyuLXdvPG-jRZQ9b7D/_buildManifest.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/AHBsyuLXdvPG-jRZQ9b7D/_buildManifest.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:03	77/77	---M--	200	added ('OK')	application/javascript	etag:%22b6652df95db52feb4daf4eca35380933%22	https://xpovio-ltr.vercel.app/_next/static/AHBsyuLXdvPG-jRZQ9b7D/_ssgManifest.js	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/AHBsyuLXdvPG-jRZQ9b7D/_ssgManifest.js	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:04	1758/1758	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Feb%202024%2020:06:20%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Flogo.1d64c182.png&w=256&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/logoc0a3.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:04	51358/51358	---MCZ	200	added ('OK')	text/html	etag:W/%2230dbb66a70f7cd9c3272b891e513b27c%22	https://xpovio-ltr.vercel.app/index-light	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-light	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:04	68236/68236	---MCZ	200	added ('OK')	text/html	etag:W/%2205f6a33f85839028ecf0f279c93aaa0d%22	https://xpovio-ltr.vercel.app/index-two	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-two	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:04	68797/68797	---MCZ	200	added ('OK')	text/html	etag:W/%226bf9983d11a7a1bb1775fb695034239e%22	https://xpovio-ltr.vercel.app/index-two-light	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-two-light	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:05	58485/58485	---MCZ	200	added ('OK')	text/html	etag:W/%228c5846e850eae2e77fc12104674af163%22	https://xpovio-ltr.vercel.app/index-three	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-three	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:05	58586/58586	---MCZ	200	added ('OK')	text/html	etag:W/%222c17303f8ba9b78d1d0060747d208a95%22	https://xpovio-ltr.vercel.app/index-three-light	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-three-light	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:05	21203/21203	---MCZ	200	added ('OK')	text/html	etag:W/%22ea538c5776726a2320a918c1648b6fa8%22	https://xpovio-ltr.vercel.app/index-four	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-four	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:06	21269/21269	---MCZ	200	added ('OK')	text/html	etag:W/%229aec99bc4e9723d3908d0811a32e6bf1%22	https://xpovio-ltr.vercel.app/index-four-light	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-four-light	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:06	24717/24717	---MCZ	200	added ('OK')	text/html	etag:W/%22e5e6845046c5c0459911594d1e55f3a0%22	https://xpovio-ltr.vercel.app/index-five	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-five	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:07	24780/24780	---MCZ	200	added ('OK')	text/html	etag:W/%22a5f746f7c86b7ac08bc21037291b95ed%22	https://xpovio-ltr.vercel.app/index-five-light	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/index-five-light	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:07	56248/56248	---MCZ	200	added ('OK')	text/html	etag:W/%2273a166f66b3b56634d0d35c1af0a4e2f%22	https://xpovio-ltr.vercel.app/about-us	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/about-us	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:07	30085/30085	---MCZ	200	added ('OK')	text/html	etag:W/%2206675e2427b2fa5b29417afb2ca9049f%22	https://xpovio-ltr.vercel.app/our-services	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/our-services	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:07	20076/20076	---MCZ	200	added ('OK')	text/html	etag:W/%22fe9b24c79ccd5b79a868c771b733679d%22	https://xpovio-ltr.vercel.app/service-single	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/service-single	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:07	24215/24215	---MCZ	200	added ('OK')	text/html	etag:W/%2257d436161857229d947f0651fbfcf0e4%22	https://xpovio-ltr.vercel.app/our-projects	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/our-projects	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:08	33587/33587	---MCZ	200	added ('OK')	text/html	etag:W/%224712c49989cb73a65d5e4afb008a729b%22	https://xpovio-ltr.vercel.app/project-single	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/project-single	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:08	17279/17279	---MCZ	200	added ('OK')	text/html	etag:W/%22126054fd0713e37947f55e72f600eb59%22	https://xpovio-ltr.vercel.app/faq	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/faq	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:09	14652/14652	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e128dfbca008928451ec0b75e4413f1d%22	https://xpovio-ltr.vercel.app/404	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/404	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:09	27246/27246	---MCZ	200	added ('OK')	text/html	etag:W/%221ddbb07c66dade7520a244b5b6856465%22	https://xpovio-ltr.vercel.app/our-story	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/our-story	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:09	20100/20100	---MCZ	200	added ('OK')	text/html	etag:W/%22b46cdbb828b29a7b0c32dd56732a0b3d%22	https://xpovio-ltr.vercel.app/portfolio	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/portfolio	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:10	21296/21296	---MCZ	200	added ('OK')	text/html	etag:W/%22ef2226bc0742287947ae568b5b784382%22	https://xpovio-ltr.vercel.app/our-teams	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/our-teams	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:10	18595/18595	---MCZ	200	added ('OK')	text/html	etag:W/%22ca47c4a3aba88e309da2efafae80426c%22	https://xpovio-ltr.vercel.app/team-single	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/team-single	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:10	19262/19262	---MCZ	200	added ('OK')	text/html	etag:W/%220f267bbe0b18762d58640d13a8d65a41%22	https://xpovio-ltr.vercel.app/client-feedback	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/client-feedback	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:11	18279/18279	---MCZ	200	added ('OK')	text/html	etag:W/%229bc73c8402c3d5ac71b7f0d0e7c026e1%22	https://xpovio-ltr.vercel.app/contact-us	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/contact-us	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:11	22306/22306	---MCZ	200	added ('OK')	text/html	etag:W/%226037bdf73ffd69f12cf753e8dd623270%22	https://xpovio-ltr.vercel.app/blog	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/blog	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:11	24971/24971	---MCZ	200	added ('OK')	text/html	etag:W/%2223548fe4d5531b90c693e3abcbffe41a%22	https://xpovio-ltr.vercel.app/blog-single	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/blog-single	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:12	106368/106368	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:27%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fbanner-one-thumb.b80d3675.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/banner-one-thumb7eaf.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:12	498/498	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:27%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fstar.cb84af3a.png&w=128&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/star6229.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:12	2880/2880	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:27%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fvideo-frame.7e9b5e1a.png&w=384&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/video-frame601a.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:13	85836/85836	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2017:57:49%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fthumb-one.1ae45dc2.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/thumb-one335a.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:13	122460/122460	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:28%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fthumb-two.96191b11.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/thumb-two7834.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:14	307/307	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:29%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fdot-large.11056c0f.png&w=384&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/dot-large5ec1.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:14	93825/93825	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:29%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fone.846cfd2c.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/one8d8e.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:14	69486/69486	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:30%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ftwo.d1347166.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/two8024.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:16	56191/56191	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:30%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fthree.4de2ab0d.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/threed8dd.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:16	52060/52060	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:30%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffour.d6f4ddea.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/four09e5.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:16	63863/63863	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:32%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffive.26015241.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/five0340.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:17	71652/71652	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:31%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fsix.2830873e.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/sixc875.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:17	284/284	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:32%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fdot.9bf2e9f8.png&w=384&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/dot4ae2.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:18	61901/61901	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:32%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fseven.af1b6fc2.png&w=1080&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/sevenbb49.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:18	25869/25869	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:33%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fblog-thumb.60b99cb5.png&w=640&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/blog-thumb73e4.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:18	1832/1832	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:33%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fstar.14252230.png&w=256&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/star3bb2.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:19	36881/36881	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:33%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fs-thumb.dd8904c3.png&w=750&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/s-thumb3afe.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:19	47862/47862	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:34%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fs-thumb-two.76d0b9d9.png&w=750&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/s-thumb-twoeb62.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:19	37807/37807	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:34%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fs-thumb-three.78a24baf.png&w=750&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/s-thumb-threefe9e.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:20	108726/108726	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:34%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fone.59300acb.png&w=1920&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/one5e14.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:21	178441/178441	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:35%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ftwo.67d336f9.png&w=1920&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/two317f.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:21	8559/8559	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:35%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fone.4b64ecc2.png&w=640&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/onebd7b.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:21	7533/7533	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:36%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ftwo.566b27a5.png&w=384&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/twod11a.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:22	7344/7344	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:36%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fthree.60929ac7.png&w=640&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/three3f3d.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:22	8711/8711	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:36%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffour.bf54a481.png&w=640&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/four30a9.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:22	8091/8091	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:37%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Ffive.fe5e4bca.png&w=640&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/fivedf6b.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:23	7914/7914	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Feb%202024%2018:13:37%20GMT	https://xpovio-ltr.vercel.app/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fsix.707863cb.png&w=640&q=75	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/six102c.png	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:23	14652/14652	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22e128dfbca008928451ec0b75e4413f1d%22	https://xpovio-ltr.vercel.app/'/images/footer/footer-bg.png'	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/'/images/footer/footer-bg.png'	(from https://xpovio-ltr.vercel.app/?storefront=envato-elements)
22:12:24	108904/108904	---M--	200	added ('OK')	font/woff2	etag:%2231fc9274e8ccf6e236a5856aa38b08fc%22	https://xpovio-ltr.vercel.app/_next/static/media/fa-brands-400.610eeab5.woff2	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/media/fa-brands-400.610eeab5.woff2	(from https://xpovio-ltr.vercel.app/_next/static/css/657a5aa87bba5cd5.css)
22:12:25	189028/189028	---MCZ	200	added ('OK')	font/ttf	etag:W/%220b45080596248c38ea184dfa9ca78e27%22	https://xpovio-ltr.vercel.app/_next/static/media/fa-brands-400.9d3aebc1.ttf	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/media/fa-brands-400.9d3aebc1.ttf	(from https://xpovio-ltr.vercel.app/_next/static/css/657a5aa87bba5cd5.css)
22:12:28	414932/414932	---M--	200	added ('OK')	font/woff2	etag:%220758e51353c8e66ed150b6001dc53c5d%22	https://xpovio-ltr.vercel.app/_next/static/media/fa-duotone-900.eef50afb.woff2	C:/Users/Azeem/Documents/test/xpovio-ltr.vercel.app/_next/static/media/fa-duotone-900.eef50afb.woff2	(from https://xpovio-ltr.vercel.app/_next/static/css/657a5aa87bba5cd5.css)
